strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
MT044258	2019_nCoV/USA_CA6/2020	2020-01-27	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT106052	2019_nCoV/USA_CA7/2020	2020-02-06	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT106053	2019_nCoV/USA_CA8/2020	2020-02-10	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT118835	2019_nCoV/USA_CA9/2020	2020-02-23	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159717	2019_nCoV/USA_CruiseA_1/2020	2020-02-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159707	2019_nCoV/USA_CruiseA_10/2020	2020-02-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159708	2019_nCoV/USA_CruiseA_11/2020	2020-02-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159709	2019_nCoV/USA_CruiseA_12/2020	2020-02-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159711	2019_nCoV/USA_CruiseA_13/2020	2020-02-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159712	2019_nCoV/USA_CruiseA_14/2020	2020-02-25	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159713	2019_nCoV/USA_CruiseA_15/2020	2020-02-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159714	2019_nCoV/USA_CruiseA_16/2020	2020-02-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159715	2019_nCoV/USA_CruiseA_17/2020	2020-02-24	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159716	2019_nCoV/USA_CruiseA_18/2020	2020-02-24	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT184907	2019_nCoV/USA_CruiseA_19/2020	2020-02-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159718	2019_nCoV/USA_CruiseA_2/2020	2020-02-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT184908	2019_nCoV/USA_CruiseA_21/2020	2020-02-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT184909	2019_nCoV/USA_CruiseA_22/2020	2020-02-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT184910	2019_nCoV/USA_CruiseA_23/2020	2020-02-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT184911	2019_nCoV/USA_CruiseA_24/2020	2020-02-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT184912	2019_nCoV/USA_CruiseA_25/2020	2020-02-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT184913	2019_nCoV/USA_CruiseA_26/2020	2020-02-24	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159719	2019_nCoV/USA_CruiseA_3/2020	2020-02-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159720	2019_nCoV/USA_CruiseA_4/2020	2020-02-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159721	2019_nCoV/USA_CruiseA_5/2020	2020-02-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159722	2019_nCoV/USA_CruiseA_6/2020	2020-02-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159705	2019_nCoV/USA_CruiseA_7/2020	2020-02-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159706	2019_nCoV/USA_CruiseA_8/2020	2020-02-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT159710	2019_nCoV/USA_CruiseA_9/2020	2020-02-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN988713	2019_nCoV/USA_IL1/2020	2020-01-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT044257	2019_nCoV/USA_IL2/2020	2020-01-28	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT039888	2019_nCoV/USA_MA1/2020	2020-01-29	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT106054	2019_nCoV/USA_TX1/2020	2020-02-11	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT020880	2019_nCoV/USA_WA1_A12/2020	2020-01-25	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT020881	2019_nCoV/USA_WA1_F6/2020	2020-01-25	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN985325	2019_nCoV/USA_WA1/2020	2020-01-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT039887	2019_nCoV/USA_WI1/2020	2020-01-31	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN938385	2019_nCoV_HKU_SZ_001_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN938387	2019_nCoV_HKU_SZ_001_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN938384	2019_nCoV_HKU_SZ_002a_2020	2020-01-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN938388	2019_nCoV_HKU_SZ_002b_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN938386	2019_nCoV_HKU_SZ_004_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN938389	2019_nCoV_HKU_SZ_004_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN938390	2019_nCoV_HKU_SZ_005_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN975262	2019_nCoV_HKU_SZ_005b_2020	2020-01-11	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN975263	2019_nCoV_HKU_SZ_007a_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN975266	2019_nCoV_HKU_SZ_007a_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN975264	2019_nCoV_HKU_SZ_007b_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN975267	2019_nCoV_HKU_SZ_007b_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN975265	2019_nCoV_HKU_SZ_007c_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN975268	2019_nCoV_HKU_SZ_007c_2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC523809	2019_nCoV_PH_nCOV_20_022	2020-01-23	Human	Philippines	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC523808	2019_nCoV_PH_nCOV_20_025	2020-01-26	Human	Philippines	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC522350	2019_nCoV_PH_nCOV_20_026	2020-01-26	Human	Philippines	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC523807	2019_nCoV_PH_nCOV_20_026	2020-02-06	Human	Philippines	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT007544	Australia/VIC01/2020	2020-01-25	Human	Australia	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT019529	BetaCoV/Wuhan/IPBCAMS_WH_01/2019	2019-12-23	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT019530	BetaCoV/Wuhan/IPBCAMS_WH_02/2019	2019-12-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT019531	BetaCoV/Wuhan/IPBCAMS_WH_03/2019	2019-12-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT019532	BetaCoV/Wuhan/IPBCAMS_WH_04/2019	2019-12-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT019533	BetaCoV/Wuhan/IPBCAMS_WH_05/2020	2020-01-01	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT233526	FDAARGOS_983	2020-01-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT246667	FDAARGOS_983	2020-01-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT039873	HZ_1	2020-01-20	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT020781	nCoV_FIN_29_Jan_2020	2020-01-29	Human	Finland	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT295464	SARS_CoV_2/human/USA/UF_1/2020	2020-03-10	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC528232	SARS_CoV_2/Hu/DP/Kng/19_020	2020-02-10	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC528233	SARS_CoV_2/Hu/DP/Kng/19_027	2020-02-10	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC534418	SARS_CoV_2/Hu/DP/Kng/19_031	2020-02-14	Human	Japan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC534419	SARS_CoV_2/Hu/Kng/19_437	2020-03-09	Human	Japan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT050414	SARS_CoV_2/human/AUS/QLD01/2020_FSS915	2020-01-XX	Human	Australia	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT050415	SARS_CoV_2/human/AUS/QLD02/2020_FSS916	2020-01-XX	Human	Australia	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT050416	SARS_CoV_2/human/AUS/QLD03/2020_FSS917	2020-02-XX	Human	Australia	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT050417	SARS_CoV_2/human/AUS/QLD05/2020_FSS918	2020-02-XX	Human	Australia	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT111895	SARS_CoV_2/human/AUS/QLD05/2020_FSS918	2020-02-XX	Human	Australia	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT111896	SARS_CoV_2/human/AUS/QLD05/2020_FSS918	2020-02-XX	Human	Australia	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT072667	SARS_CoV_2/human/BEL/GHB_03021/2020	2020-02-03	Human	Belgium	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT072668	SARS_CoV_2/human/BEL/GHB_03021/2020	2020-02-03	Human	Belgium	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT126808	SARS_CoV_2/human/BRA/SP02/2020	2020-02-28	Human	Brazil	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350282	SARS_CoV_2/human/BRA/SP02cc/2020	2020-03-18	Human	Brazil	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT135041	SARS_CoV_2/human/CHN/105/2020	2020-01-26	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT135042	SARS_CoV_2/human/CHN/231/2020	2020-01-28	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT135043	SARS_CoV_2/human/CHN/233/2020	2020-01-28	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT135044	SARS_CoV_2/human/CHN/235/2020	2020-01-28	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT281577	SARS_CoV_2/human/CHN/Fuyang_FY002/2020	2020-03-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081060	SARS_CoV_2/human/CHN/HS_17/2020	2020-01-23	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081061	SARS_CoV_2/human/CHN/HS_18/2020	2020-01-23	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081068	SARS_CoV_2/human/CHN/HS_194/2020	2020-02-06	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081062	SARS_CoV_2/human/CHN/HS_38/2020	2020-01-25	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081063	SARS_CoV_2/human/CHN/HS_46/2020	2020-01-26	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081064	SARS_CoV_2/human/CHN/HS_64/2020	2020-01-28	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081059	SARS_CoV_2/human/CHN/HS_8/2020	2020-01-22	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081065	SARS_CoV_2/human/CHN/HS_84/2020	2020-01-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081066	SARS_CoV_2/human/CHN/HS_86/2020	2020-01-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT081067	SARS_CoV_2/human/CHN/HS_92/2020	2020-01-31	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253696	SARS_CoV_2/human/CHN/HZ_162/2020	2020-01-23	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253697	SARS_CoV_2/human/CHN/HZ_178/2020	2020-01-23	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253698	SARS_CoV_2/human/CHN/HZ_185/2020	2020-01-23	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253699	SARS_CoV_2/human/CHN/HZ_477/2020	2020-01-24	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253701	SARS_CoV_2/human/CHN/HZ_48/2020	2020-01-21	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253700	SARS_CoV_2/human/CHN/HZ_481/2020	2020-01-25	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253702	SARS_CoV_2/human/CHN/HZ_49/2020	2020-01-21	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253703	SARS_CoV_2/human/CHN/HZ_551/2020	2020-01-25	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253704	SARS_CoV_2/human/CHN/HZ_576/2020	2020-01-25	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253705	SARS_CoV_2/human/CHN/HZ_60/2020	2020-01-22	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253706	SARS_CoV_2/human/CHN/HZ_62/2020	2020-01-22	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253707	SARS_CoV_2/human/CHN/HZ_638/2020	2020-01-25	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253708	SARS_CoV_2/human/CHN/HZ_79/2020	2020-01-21	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253709	SARS_CoV_2/human/CHN/HZ_90/2020	2020-01-21	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT253710	SARS_CoV_2/human/CHN/HZ_91/2020	2020-01-21	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT039874	SARS_CoV_2/human/CHN/IME_HZ01/2020	2020-01-22	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT123290	SARS_CoV_2/human/CHN/IQTC01/2020	2020-02-05	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT123291	SARS_CoV_2/human/CHN/IQTC02/2020	2020-01-29	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT123293	SARS_CoV_2/human/CHN/IQTC03/2020	2020-01-29	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT123292	SARS_CoV_2/human/CHN/IQTC04/2020	2020-01-27	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350234	SARS_CoV_2/human/CHN/JX155/2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT226610	SARS_CoV_2/human/CHN/KMS1/2020	2020-01-20	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT121215	SARS_CoV_2/human/CHN/SH01/2020	2020-02-02	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT042773	SARS_CoV_2/human/CHN/Tongji_01/2020	2020-01-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT093631	SARS_CoV_2/human/CHN/WH_09/2020	2020-01-08	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291831	SARS_CoV_2/human/CHN/Wuhan_IME_BJ01/2020	2020-01-24	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291832	SARS_CoV_2/human/CHN/Wuhan_IME_BJ02/2020	2020-01-25	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291833	SARS_CoV_2/human/CHN/Wuhan_IME_BJ03/2020	2020-01-28	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291834	SARS_CoV_2/human/CHN/Wuhan_IME_BJ04/2020	2020-01-28	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291835	SARS_CoV_2/human/CHN/Wuhan_IME_BJ05/2020	2020-01-27	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291836	SARS_CoV_2/human/CHN/Wuhan_IME_BJ07/2020	2020-01-29	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291826	SARS_CoV_2/human/CHN/Wuhan_IME_WH01/2019	2019-12-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291827	SARS_CoV_2/human/CHN/Wuhan_IME_WH02/2019	2019-12-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291828	SARS_CoV_2/human/CHN/Wuhan_IME_WH03/2019	2019-12-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291829	SARS_CoV_2/human/CHN/Wuhan_IME_WH04/2019	2019-12-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT291830	SARS_CoV_2/human/CHN/Wuhan_IME_WH05/2019	2019-12-30	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT259226	SARS_CoV_2/human/CHN/Wuhan_OS52/2020	2020-01-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT259231	SARS_CoV_2/human/CHN/Wuhan_YB012504/2020	2020-01-25	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT259230	SARS_CoV_2/human/CHN/Wuhan_YB012506/2020	2020-01-25	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT259229	SARS_CoV_2/human/CHN/Wuhan_YB012602/2020	2020-01-26	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT259228	SARS_CoV_2/human/CHN/Wuhan_YB012605/2020	2020-01-26	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT259227	SARS_CoV_2/human/CHN/Wuhan_YB012611/2020	2020-01-26	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT049951	SARS_CoV_2/human/CHN/Yunnan_01/2020	2020-01-17	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT256924	SARS_CoV_2/human/COL/79256_Antioquia/2020	2020-03-11	Human	Colombia	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT198653	SARS_CoV_2/human/ESP/Valencia001/2020	2020-03-08	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT198651	SARS_CoV_2/human/ESP/Valencia002/2020	2020-03-04	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT198652	SARS_CoV_2/human/ESP/Valencia003/2020	2020-03-05	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT256918	SARS_CoV_2/human/ESP/Valencia10/2020	2020-03-06	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT292572	SARS_CoV_2/human/ESP/Valencia11/2020	2020-03-10	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT292571	SARS_CoV_2/human/ESP/Valencia12/2020	2020-03-09	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT292569	SARS_CoV_2/human/ESP/Valencia13/2020	2020-03-09	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT292573	SARS_CoV_2/human/ESP/Valencia14/2020	2020-03-09	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT292574	SARS_CoV_2/human/ESP/Valencia15/2020	2020-03-02	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT292575	SARS_CoV_2/human/ESP/Valencia16/2020	2020-03-10	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT292570	SARS_CoV_2/human/ESP/Valencia17/2020	2020-03-10	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT292576	SARS_CoV_2/human/ESP/Valencia18/2020	2020-03-10	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT292577	SARS_CoV_2/human/ESP/Valencia19/2020	2020-03-08	Human	Spain	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
