strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
KM055605	996A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
KM055626	996A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
KM055649	996A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
KM055606	997A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
KX866389	Athens.GR/125/07	2007-02-18	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
KX866386	Athens.GR/168/06	2006-01-25	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
KX866390	Athens.GR/255/07	2007-03-03	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
KX866391	Athens.GR/263/07	2007-03-27	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
KX866387	Athens.GR/301/06	2006-03-12	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
KX866392	Athens.GR/336/07	2007-04-15	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
KX866393	Athens.GR/386/08	2008-02-24	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
KX866394	Athens.GR/651/08	2008-03-14	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
KX866388	Athens.GR/73/07	2007-01-05	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
MN086823	Baghdad_2018	2018-12-26	Human	Iraq	Human_coronavirus_NL63	nl63	alpha	full
KM676089	BJ021	2014-05-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
KM676090	BJ040	2014-05-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
KM676091	BJ082	2014-05-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
DQ846901	BJ8081	NA	Human	China	Human_coronavirus_NL63	nl63	alpha	full
JX104161	CBJ_037	2008-11-04	Human	China	Human_coronavirus_NL63	nl63	alpha	full
JX524171	CBJ123	2009-01-24	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK334046	ChinaGD01	2018-09-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK334043	ChinaGD02	2018-08-15	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK334044	ChinaGD03	2018-07-13	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK334047	ChinaGD04	2018-07-25	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK334045	ChinaGD05	2018-08-14	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK342125	ChinaGD06	2018-08-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK342126	ChinaGD07	2018-07-06	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK342127	ChinaGD08	2018-07-03	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK342128	ChinaGD09	2018-08-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK342129	ChinaGD10	2018-08-15	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK342130	ChinaGD11	2018-08-15	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK342131	ChinaGD12	2018-08-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK342132	ChinaGD13	2018-07-06	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MK342133	ChinaGD14	2018-08-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MG772808	CN0601/14	2014-11-25	Human	South_Korea	Human_coronavirus_NL63	nl63	alpha	full
JX513215	CU_H1048/2009	2009-12-03	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513216	CU_H1694/2010	2010-03-04	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513249	CU_H1694/2010	2010-03-04	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513217	CU_H1747/2010	2010-03-11	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513218	CU_H1901/2010	2010-05-06	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513250	CU_H1901/2010	2010-05-06	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513219	CU_H1955/2010	2010-05-27	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513251	CU_H1955/2010	2010-05-27	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513220	CU_H1966/2010	2010-06-03	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513252	CU_H1966/2010	2010-06-03	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513221	CU_H1996/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513253	CU_H1996/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513222	CU_H2004/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513254	CU_H2004/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513223	CU_H2007/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
JX513255	CU_H2007/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
GQ856798	CU_488	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856815	CU_488	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856799	CU_572	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856816	CU_572	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856800	CU_583	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856817	CU_583	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856801	CU_586	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856818	CU_586	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856802	CU_604	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856819	CU_604	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856803	CU_616	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856820	CU_616	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856804	CU_643	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856821	CU_643	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856805	CU_644	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856822	CU_644	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856806	CU_662	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856823	CU_662	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856807	CU_682	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856824	CU_682	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856808	CU_706	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856825	CU_706	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856809	CU_743	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856826	CU_743	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856810	CU_L182	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856827	CU_L182	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856811	CU_P208	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856828	CU_P208	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856812	CU_U0348	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856829	CU_U0348	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856813	CU_U0355	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856830	CU_U0355	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856814	CU_X091	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
GQ856831	CU_X091	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
KM055611	GS05_2009	2009-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
KM055630	GS05_2009	2009-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
KT266906	HCoV_NL63/Haiti_1/2015	2015-01-16	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	full
KP112153	HCOV/KENYA/003/2009	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
KP112157	HCOV/KENYA/004/2012	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
KP112154	HCOV/KENYA/005/2009	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
KP112155	HCOV/KENYA/011/2009	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
KP112156	HCOV/KENYA/015/2009	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
GU068554	HCoV/NL63/N01	2006-12-04	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068568	HCoV/NL63/N01	2006-12-04	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068555	HCoV/NL63/N02	2007-01-29	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068569	HCoV/NL63/N02	2007-01-29	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068556	HCoV/NL63/N03	2007-05-21	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068570	HCoV/NL63/N03	2007-05-21	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068557	HCoV/NL63/N04	2007-06-28	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068571	HCoV/NL63/N04	2007-06-28	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068558	HCoV/NL63/N05	2007-07-16	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068572	HCoV/NL63/N05	2007-07-16	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068559	HCoV/NL63/N06	2007-07-26	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068573	HCoV/NL63/N06	2007-07-26	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068560	HCoV/NL63/N07	2007-07-26	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068574	HCoV/NL63/N07	2007-07-26	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068561	HCoV/NL63/N08	2007-08-02	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068575	HCoV/NL63/N08	2007-08-02	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068562	HCoV/NL63/N09	2007-08-23	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068576	HCoV/NL63/N09	2007-08-23	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068563	HCoV/NL63/N10	2007-08-23	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068577	HCoV/NL63/N10	2007-08-23	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068564	HCoV/NL63/N11	2007-08-30	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068578	HCoV/NL63/N11	2007-08-30	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068565	HCoV/NL63/N12	2007-09-06	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068579	HCoV/NL63/N12	2007-09-06	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068566	HCoV/NL63/N13	2007-09-10	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068580	HCoV/NL63/N13	2007-09-10	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068567	HCoV/NL63/N14	2007-09-13	Human	China	Human_coronavirus_NL63	nl63	alpha	full
GU068581	HCoV/NL63/N14	2007-09-13	Human	China	Human_coronavirus_NL63	nl63	alpha	full
MN306018	HCoV_NL63/Seattle/USA/SC0179/2018	2018-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
MN306040	HCoV_NL63/Seattle/USA/SC0768/2019	2019-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
KY983586	HCoV_NL63/Seattle/USA/SC2940/2015	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
LC488390	HCoVNL63/Tokyo/SGH_15/2017	2017-XX-XX	Human	Japan	Human_coronavirus_NL63	nl63	alpha	full
LC488389	HCoVNL63/Tokyo/SGH_18/2018	2018-XX-XX	Human	Japan	Human_coronavirus_NL63	nl63	alpha	full
LC488388	HCoVNL63/Tokyo/SGH_24/2018	2018-XX-XX	Human	Japan	Human_coronavirus_NL63	nl63	alpha	full
EU125188	INMI3	NA	Human	Italy	Human_coronavirus_NL63	nl63	alpha	full
EU125189	INMI4	NA	Human	Italy	Human_coronavirus_NL63	nl63	alpha	full
EU125190	INMI5	NA	Human	Italy	Human_coronavirus_NL63	nl63	alpha	full
MG356425	Kilifi/HH/0503/04_Jun_2010	2010-06-04	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356424	Kilifi/HH/0511/01_Jun_2010	2010-06-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356426	Kilifi/HH/0512/04_Jun_2010	2010-06-04	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356422	Kilifi/HH/0522/21_May_2010	2010-05-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356417	Kilifi/HH/1612/18_May_2010	2010-05-18	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356414	Kilifi/HH/3807/11_May_2010	2010-05-11	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356423	Kilifi/HH/3808/24_May_2010	2010-05-24	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356421	Kilifi/HH/5401/20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356419	Kilifi/HH/5402/20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356416	Kilifi/HH/5405/15_May_2010	2010-05-15	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356418	Kilifi/HH/5709/19_May_2010	2010-05-19	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356413	Kilifi/IP/001/18_Mar_2008	2008-03-18	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356415	Kilifi/IP/002/14_May_2010	2010-05-14	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356420	Kilifi/IP/003/20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356427	Kilifi/IP/004/20_Jun_2010	2010-06-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356428	Kilifi/IP/005/09_Aug_2010	2010-08-09	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356429	Kilifi/IP/006/28_Mar_2011	2011-03-28	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356430	Kilifi/IP/007/30_Mar_2011	2011-03-30	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356431	Kilifi/IP/008/12_May_2011	2011-05-12	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356432	Kilifi/IP/009/20_May_2011	2011-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356433	Kilifi/IP/010/06_Jun_2011	2011-06-06	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356434	Kilifi/IP/011/26_Jul_2011	2011-07-26	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356435	Kilifi/IP/012/15_Jun_2012	2012-06-15	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356436	Kilifi/IP/013/27_Jul_2012	2012-07-27	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356437	Kilifi/IP/014/21_Aug_2012	2012-08-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356438	Kilifi/IP/015/19_Nov_2012	2012-11-19	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356439	Kilifi/IP/016/08_Apr_2013	2013-04-08	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356440	Kilifi/IP/017/12_Apr_2013	2013-04-12	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356441	Kilifi/IP/018/03_May_2013	2013-05-03	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356442	Kilifi/IP/019/04_May_2013	2013-05-04	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356443	Kilifi/IP/020/25_May_2013	2013-05-25	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356444	Kilifi/IP/021/26_May_2013	2013-05-26	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356445	Kilifi/IP/022/17_Jun_2013	2013-06-17	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356446	Kilifi/IP/023/18_Jun_2013	2013-06-18	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356447	Kilifi/IP/024/09_Dec_2013	2013-12-09	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356448	Kilifi/IP/025/21_Jan_2014	2014-01-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356449	Kilifi/IP/026/24_Jan_2014	2014-01-24	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356450	Kilifi/IP/027/26_Jan_2014	2014-01-26	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356451	Kilifi/IP/028/21_Feb_2014	2014-02-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG356452	Kilifi/IP/029/27_May_2014	2014-05-27	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG428703	Kilifi_HH_0511_01_Jun_2010	2010-06-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG428701	Kilifi_HH_0512_04_Jun_2010	2010-06-04	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG428705	Kilifi_HH_0522_21_May_2010	2010-05-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG428700	Kilifi_HH_1602_01_Jun_2010	2010-06-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG428702	Kilifi_HH_3807_11_May_2010	2010-05-11	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG428706	Kilifi_HH_3808_24_May_2010	2010-05-24	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG428707	Kilifi_HH_5401_20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG428704	Kilifi_HH_5402_20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
MG428699	Kilifi_HH_5709_19_May_2010	2010-05-19	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
KY554967	N06_1144B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
KY554968	N07_185B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
KY554969	N07_196B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
KY829118	N07_262B	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
KY554970	N07_324B_182X	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
KY554971	N07_468B_176X	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
KY674916	N07_64B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
KY674915	N07_6B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
KF524839	NL63	2010-XX-XX	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KF524860	NL63	2010-XX-XX	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KF524861	NL63	2010-XX-XX	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768633	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768634	NL63	2012-05-11	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768635	NL63	2012-07-24	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768636	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768637	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768638	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768639	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768640	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768641	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ768643	NL63	2012-01-04	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ796465	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ796466	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ796467	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866080	NL63	2013-10-17	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866081	NL63	2012-03-28	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866082	NL63	2013-01-17	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866083	NL63	2013-09-28	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866084	NL63	2013-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866085	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866086	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866087	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866088	NL63	2012-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866089	NL63	2012-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866090	NL63	2012-07-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866091	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866092	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866093	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866094	NL63	2012-12-14	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866095	NL63	2012-12-18	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866096	NL63	2012-09-07	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866097	NL63	2012-12-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866098	NL63	2013-08-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866126	NL63	2013-10-17	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866127	NL63	2012-03-28	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866128	NL63	2013-01-17	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866129	NL63	2013-09-28	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866130	NL63	2013-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866131	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866132	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866133	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866134	NL63	2012-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866135	NL63	2012-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866136	NL63	2012-07-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866137	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866138	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866139	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866140	NL63	2012-12-14	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866141	NL63	2012-12-18	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866142	NL63	2012-09-07	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866143	NL63	2012-12-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
KJ866144	NL63	2013-08-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
JQ765573	NL63/DEN/2005/1062	2005-04-12	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ900260	NL63/DEN/2005/1120	2005-04-25	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765574	NL63/DEN/2005/1862	2005-11-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765575	NL63/DEN/2005/1876	2005-11-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765568	NL63/DEN/2005/193	2005-01-11	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765569	NL63/DEN/2005/232	2005-01-18	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765570	NL63/DEN/2005/235	2005-01-19	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765571	NL63/DEN/2005/271	2005-01-23	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ900258	NL63/DEN/2005/291	2005-01-26	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765572	NL63/DEN/2005/347	2005-02-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ900259	NL63/DEN/2005/449	2005-02-09	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765566	NL63/DEN/2008/16	2008-01-08	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765564	NL63/DEN/2009/14	2009-03-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765565	NL63/DEN/2009/15	2009-02-13	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765567	NL63/DEN/2009/20	2009-03-12	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ900256	NL63/DEN/2009/22	2009-03-03	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ900257	NL63/DEN/2009/31	2009-02-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ900255	NL63/DEN/2009/6	2009-02-25	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ765563	NL63/DEN/2009/9	2009-03-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
JQ771055	NL63/DEN/2010/20	2010-12-15	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
